Datum,Minimum Temp [°C],Maximum Temp [°C],Mittel Temp [°C],Niederschlag [l/m2],Sonnenschein [h],Schneehöhe [cm],Max Windböe [Bft],Max Windböe [km/h]
21.02.2024,"1,9","9,7","6,1",2,"5,1",0,5.0,31.0
22.02.2024,"6,4","8,8","7,7","12,4",0,0,8.0,62.0
23.02.2024,"-2,5","6,8","2,6",0,"0,1",0,7.0,50.0
24.02.2024,"-3,4","8,2",2,0,"6,5",0,6.0,40.0
25.02.2024,"-2,7","9,8","3,4",0,"8,8",0,4.0,26.0
26.02.2024,2,"8,8","5,1",0,"0,4",0,5.0,33.0
27.02.2024,"3,4",9,"5,7",0,"0,8",0,5.0,30.0
28.02.2024,"0,7","6,4","4,3",0,"0,2",0,4.0,24.0
29.02.2024,"-0,7","7,2","3,2",0,"1,2",0,3.0,18.0
01.03.2024,"-1,7","7,2","3,7","1,6","0,1",0,4.0,21.0
02.03.2024,"2,9","11,6",6,0,"5,8",0,5.0,32.0
03.03.2024,"2,3","12,4","5,7",0,"5,6",0,4.0,20.0
04.03.2024,"2,3","7,8","5,8",0,0,0,4.0,26.0
05.03.2024,"2,9","7,7","5,2",6,"0,1",0,4.0,23.0
06.03.2024,"2,6","5,5","4,2","8,3",0,0,5.0,30.0
07.03.2024,"-0,1","4,7","2,3",0,0,0,5.0,31.0
08.03.2024,"-1,2","7,7","1,8",0,"4,4",0,5.0,33.0
09.03.2024,"-1,9","11,7","4,8",0,"8,6",0,4.0,24.0
10.03.2024,"1,1","10,1","5,7","1,1","0,7",0,5.0,36.0
11.03.2024,"1,2","12,7","5,8",0,"8,2",0,5.0,31.0
12.03.2024,"1,6","8,2",5,"7,9",1,0,5.0,32.0
13.03.2024,"2,3","10,1","6,3","2,2",0,0,4.0,22.0
14.03.2024,"5,1","14,5","8,8",0,"7,3",0,4.0,22.0
15.03.2024,"5,6","15,7","10,7","0,3","6,6",0,6.0,43.0
16.03.2024,"2,8","11,5","8,3","2,2","4,3",0,6.0,43.0
17.03.2024,"2,2","12,4","7,8","0,1",2,0,4.0,24.0
18.03.2024,"5,5","10,1",8,"2,9","0,2",0,4.0,20.0
19.03.2024,"2,8","13,7","7,9",0,3,0,3.0,15.0
20.03.2024,"0,4","16,1","8,4",0,"11,2",0,3.0,18.0
21.03.2024,"2,7","15,2","8,8","2,1","4,1",0,5.0,37.0
22.03.2024,"1,5","17,6",10,0,"9,7",0,5.0,31.0
23.03.2024,"1,9","10,4","6,3","3,1","4,8",0,8.0,66.0
24.03.2024,"1,3","5,9","2,8","1,6","3,4",0,7.0,60.0
25.03.2024,"0,3","9,8","4,4",0,"10,7",0,4.0,28.0
26.03.2024,"-1,7","13,5","5,7",0,"8,6",0,4.0,24.0
27.03.2024,2,"16,1","6,7","6,7","5,4",0,6.0,49.0
28.03.2024,"-0,2","9,9","4,7","1,4","3,8",0,7.0,52.0
29.03.2024,"-0,1","15,3","7,9",0,"4,5",0,5.0,30.0
30.03.2024,"6,8","19,4","13,8",0,"3,3",0,6.0,42.0
31.03.2024,"3,3","18,6","10,9",0,"5,8",0,6.0,40.0
01.04.2024,"4,4","10,2","8,4",4,"0,8",0,7.0,55.0
02.04.2024,"2,1","12,4","7,6","0,5","6,7",0,6.0,50.0
03.04.2024,"1,1",13,7,"2,1","0,7",0,7.0,51.0
04.04.2024,"7,6","14,2","10,4","5,5","1,7",0,6.0,39.0
05.04.2024,8,"20,9","14,8",0,"6,3",0,6.0,44.0
06.04.2024,"7,6",25,"16,1",0,"11,1",0,6.0,40.0
07.04.2024,"9,1",23,17,0,"6,6",0,4.0,26.0
08.04.2024,"8,9","27,1","18,1",0,"8,2",0,4.0,22.0
09.04.2024,"5,1","18,2","10,6","0,5","1,1",0,6.0,50.0
10.04.2024,"1,6","12,2","6,8",0,"3,7",0,4.0,21.0
11.04.2024,"-0,5","15,6",8,0,"11,1",0,4.0,28.0
12.04.2024,"1,3","20,6","11,3",0,"12,7",0,4.0,20.0
13.04.2024,"4,2","23,6","14,7",0,"12,1",0,4.0,26.0
14.04.2024,"8,3","24,9","16,2","0,4","10,9",0,6.0,40.0
15.04.2024,"2,2","16,2","11,7","2,6",3,0,7.0,62.0
16.04.2024,"2,3","9,9","5,6","4,2","5,7",0,8.0,72.0
27.12.2023,"1,1","8,2","4,8",0,"5,1",0,5.0,31.0
28.12.2023,"1,1","6,7","4,7","1,1","0,3",0,5.0,33.0
29.12.2023,"2,9","8,6","6,4",0,"2,3",0,5.0,37.0
30.12.2023,0,"10,3","6,1",0,"5,8",0,5.0,38.0
31.12.2023,"-2,2",9,"2,2",0,"0,9",0,6.0,47.0
01.01.2024,"2,1","6,1","3,7",0,"3,5",0,6.0,42.0
02.01.2024,"3,2","7,9","5,8","3,2",0,0,8.0,62.0
03.01.2024,"5,9","9,7","7,5",5,"1,9",0,8.0,72.0
04.01.2024,"0,3","7,7","5,6",0,"2,8",0,7.0,58.0
05.01.2024,"-0,1","5,6","3,4","0,9",0,0,4.0,22.0
06.01.2024,"1,6","4,2","2,7","2,5",0,0,4.0,22.0
07.01.2024,"-4,9","1,7","-0,5",1,0,0,5.0,36.0
08.01.2024,"-6,2","-3,8","-4,8",0,0,1,5.0,38.0
09.01.2024,"-9,5","-4,7",-7,0,"5,7",1,6.0,41.0
10.01.2024,"-9,3","-1,9",-6,0,"3,2",1,3.0,13.0
11.01.2024,"-9,6","-1,7","-6,5",0,6,1,3.0,19.0
12.01.2024,"-10,7","-1,1","-6,8",0,"7,4",1,3.0,13.0
13.01.2024,"-8,3","-4,8","-6,4",0,0,1,4.0,23.0
14.01.2024,"-9,7","-1,8","-5,6",0,"6,1",1,6.0,43.0
15.01.2024,"-3,4","0,5","-1,9","1,5","0,4",1,6.0,48.0
16.01.2024,-11,"-0,8","-5,1","1,2","4,4",5,5.0,30.0
17.01.2024,"-8,1","7,4","0,9",8,0,5,7.0,52.0
18.01.2024,"-2,4","9,5","3,2","0,5","1,1",0,7.0,51.0
19.01.2024,"-8,3","-0,3","-3,5",0,"5,6",0,4.0,22.0
20.01.2024,"-8,4","-0,9","-5,6",0,"5,5",0,3.0,13.0
21.01.2024,"-10,5","1,7","-3,7",0,"5,2",0,5.0,32.0
22.01.2024,"-1,6",8,"3,1","6,4","0,1",0,6.0,47.0
23.01.2024,"1,9","6,4","4,3","3,3","2,7",0,7.0,54.0
24.01.2024,"5,2","12,2","8,5","2,1","0,1",0,7.0,58.0
25.01.2024,"3,8","9,2","6,7","0,3","6,5",0,5.0,33.0
26.01.2024,"0,6","9,1","6,5","2,7","0,1",0,6.0,45.0
27.01.2024,"-3,5","5,5","0,8",0,"8,1",0,3.0,18.0
28.01.2024,-5,"2,7",-2,0,"2,6",0,2.0,10.0
29.01.2024,"-5,2","9,1","0,9",0,"8,4",0,3.0,13.0
30.01.2024,"-2,4","8,4","2,7",0,"3,6",0,4.0,23.0
31.01.2024,"0,1","9,5","4,4",0,"0,2",0,4.0,24.0
01.02.2024,"2,4","7,4","5,3","2,9",0,0,4.0,27.0
02.02.2024,"2,4","8,4","4,9",0,3,0,5.0,34.0
03.02.2024,"1,7","11,2","6,5",0,"8,7",0,5.0,37.0
04.02.2024,"3,3","10,1","6,5",0,"2,4",0,5.0,36.0
05.02.2024,"4,1","10,7","6,2",0,"7,5",0,6.0,45.0
06.02.2024,"0,2","8,1","4,4",0,"4,6",0,6.0,42.0
07.02.2024,"2,5","7,8","5,3",3,"0,2",0,7.0,51.0
08.02.2024,"5,7","10,5","7,8","7,3","0,4",0,6.0,46.0
09.02.2024,"6,4","10,7","8,5","1,5",0,0,7.0,51.0
10.02.2024,"3,9","9,6","6,4","4,5","1,6",0,4.0,22.0
11.02.2024,"3,3","7,6","5,5",1,"0,1",0,6.0,41.0
12.02.2024,"2,9","7,8","5,3","0,1",1,0,5.0,32.0
13.02.2024,"-1,7","9,1",4,"0,3","5,3",0,4.0,27.0
14.02.2024,"-2,6","11,3","6,3",0,"2,4",0,5.0,30.0
15.02.2024,"2,9","13,5","7,8",0,"6,4",0,3.0,17.0
16.02.2024,"3,1","16,1","9,7","0,2","3,2",0,4.0,25.0
17.02.2024,"1,2","11,5","8,2",0,"3,8",0,5.0,29.0
18.02.2024,"-1,8","11,1","5,4","5,5","5,8",0,4.0,27.0
19.02.2024,"5,4","8,1","6,9","2,2",0,0,6.0,40.0
20.02.2024,1,"8,4","5,1",0,"2,3",0,5.0,32.0
01.11.2023,"4,4","12,7","8,7",0,"5,6",0,4.0,24.0
02.11.2023,2,8,"5,9",5,0,0,5.0,35.0
03.11.2023,1,7,"4,5",0,0,0,4.0,28.0
04.11.2023,"1,5","8,4","5,5","1,7","3,8",0,7.0,53.0
05.11.2023,"3,9",10,"7,5","5,8",2,0,8.0,63.0
06.11.2023,"4,5","11,9","7,7","2,3","3,2",0,6.0,47.0
07.11.2023,"3,1","10,2","5,5","1,1","4,8",0,6.0,40.0
08.11.2023,"-1,2","9,4","4,6",0,"4,6",0,4.0,28.0
09.11.2023,"-1,4","10,1","4,7","0,8","0,3",0,6.0,49.0
10.11.2023,"3,7","8,4","5,5","2,5","2,5",0,6.0,39.0
11.11.2023,"1,4",7,"4,1","0,3","3,9",0,6.0,45.0
12.11.2023,"-1,9","4,6","1,1","16,9",0,0,4.0,24.0
13.11.2023,"2,5","12,6","9,5",16,0,0,7.0,53.0
14.11.2023,"6,9","11,1","8,6","5,7",0,0,7.0,57.0
15.11.2023,"3,6","10,3","7,8","0,9","3,1",0,7.0,50.0
16.11.2023,"3,4","6,4","4,8",28,0,0,4.0,28.0
17.11.2023,"1,2","4,8","3,3",0,0,0,5.0,37.0
18.11.2023,"-0,6",5,"3,1","9,8","0,9",0,5.0,31.0
19.11.2023,"4,9","12,6","8,7","0,4","2,6",0,5.0,32.0
20.11.2023,"4,7",11,"7,8","0,6","4,3",0,6.0,42.0
21.11.2023,"4,9","9,2","6,1","1,5","2,1",0,4.0,24.0
22.11.2023,"-0,5","5,2","1,1",0,0,0,5.0,32.0
23.11.2023,"-1,8","6,3","2,4","0,9","5,1",0,5.0,37.0
24.11.2023,0,"5,7","3,2","7,4","0,5",0,8.0,64.0
25.11.2023,"-1,4","1,5","0,3",3,"1,5",2,7.0,52.0
26.11.2023,"-1,9","2,4","0,5","1,4","2,8",4,5.0,36.0
27.11.2023,"-1,2","1,5","0,2","6,2","0,8",5,5.0,35.0
28.11.2023,"-4,8","2,3","-0,2","1,2",0,4,6.0,45.0
29.11.2023,"-5,8","1,5","-1,8",0,2,4,5.0,33.0
30.11.2023,"-4,3","0,1","-1,7","10,5",0,4,3.0,13.0
01.12.2023,"-1,4","0,3","-0,3",16,0,15,3.0,18.0
02.12.2023,"-7,8","-1,4","-3,7","0,4",0,31,5.0,39.0
03.12.2023,"-9,7","-3,9","-6,4",0,"7,6",27,3.0,19.0
04.12.2023,-11,"-4,3",-8,"1,1","0,1",24,4.0,22.0
05.12.2023,"-4,3","2,8","0,8",1,"2,8",20,6.0,46.0
06.12.2023,"-0,8","2,6","1,2","0,1",0,15,5.0,33.0
07.12.2023,"-7,1","3,4","-2,1",0,"7,1",13,3.0,14.0
08.12.2023,"-5,4","2,8","-0,3","3,5",0,13,4.0,23.0
09.12.2023,"1,5","4,8","2,7","5,4",0,9,5.0,35.0
10.12.2023,"3,5",7,"5,6","3,7","1,2",1,6.0,46.0
11.12.2023,"5,3","9,3","7,1",0,"0,2",0,6.0,41.0
12.12.2023,"3,9","8,9","6,9",11,0,0,6.0,40.0
13.12.2023,"2,6","7,4","5,6","5,6","0,1",0,4.0,24.0
14.12.2023,"2,4","6,5","3,9","2,6","1,1",0,4.0,22.0
15.12.2023,"1,3","4,8","2,8",0,"0,2",0,3.0,19.0
16.12.2023,"-2,1","6,4","2,2",0,"4,5",0,3.0,14.0
17.12.2023,"-3,6","6,1","0,4",0,"7,4",0,3.0,18.0
18.12.2023,"-2,8","5,3","0,2",0,"7,5",0,4.0,21.0
19.12.2023,-2,"6,1","1,8","2,2",6,0,4.0,28.0
20.12.2023,2,"5,5","3,1","0,1",1,0,6.0,45.0
21.12.2023,"2,2",8,5,"10,7",0,0,9.0,86.0
22.12.2023,"3,8","7,7","5,8",8,0,0,8.0,66.0
23.12.2023,"4,9","6,9","5,8","2,6",0,0,8.0,72.0
24.12.2023,"5,5","8,3","6,8","0,8",0,0,7.0,52.0
25.12.2023,"4,2","10,3","7,6",0,"3,4",0,5.0,38.0
26.12.2023,"1,6",8,"5,4",0,"0,9",0,5.0,33.0
06.09.2023,"8,1","24,7","16,4",0,"12,3",0,4.0,28.0
07.09.2023,"10,8","25,4","17,7",0,"12,2",0,4.0,28.0
08.09.2023,"9,6","26,7",18,0,"12,1",0,4.0,20.0
09.09.2023,"11,5","27,9","19,8",0,"9,6",0,4.0,20.0
10.09.2023,"12,8","28,9","20,6",0,"10,6",0,4.0,24.0
11.09.2023,13,"29,4","20,4",0,"11,3",0,4.0,22.0
12.09.2023,"11,6",29,20,"0,1","8,9",0,5.0,36.0
13.09.2023,"14,9","20,2","17,8","0,1","0,3",0,4.0,20.0
14.09.2023,12,21,"16,6",0,"3,9",0,4.0,21.0
15.09.2023,"11,1","20,7","14,9",0,8,0,4.0,22.0
16.09.2023,"10,2","25,8","17,5",0,"11,3",0,3.0,19.0
17.09.2023,"12,4","26,8","19,1",0,8,0,4.0,22.0
18.09.2023,"12,8","20,2","15,8","5,3","0,7",0,5.0,35.0
19.09.2023,"8,8","21,1","15,6",0,"8,5",0,6.0,42.0
20.09.2023,7,23,15,0,"11,7",0,4.0,23.0
21.09.2023,"9,7","24,6","17,2",4,"6,9",0,6.0,43.0
22.09.2023,"9,7","13,8",12,"2,2","1,9",0,5.0,30.0
23.09.2023,8,"16,3","11,3","0,2",5,0,4.0,24.0
24.09.2023,"4,4","16,4","10,6",0,"10,7",0,4.0,26.0
25.09.2023,"3,4","18,8","10,9",0,"11,1",0,4.0,22.0
26.09.2023,"4,6","21,4","12,2",0,"11,2",0,3.0,17.0
27.09.2023,"6,1","22,4","13,8",0,"10,9",0,4.0,21.0
28.09.2023,"7,1","24,2","15,3",0,"9,2",0,3.0,18.0
29.09.2023,"6,9",25,"16,2",0,"8,6",0,6.0,40.0
30.09.2023,"6,7","18,6","13,2",0,"3,2",0,3.0,18.0
01.10.2023,5,"22,4","13,2",0,"10,7",0,3.0,19.0
02.10.2023,"7,1","23,9","14,7",0,"10,6",0,4.0,22.0
03.10.2023,"9,5","24,7","16,8","0,3","7,5",0,7.0,60.0
04.10.2023,"4,1",17,"10,5",0,"9,1",0,4.0,27.0
05.10.2023,"3,4","16,4","9,1",0,"3,4",0,4.0,24.0
06.10.2023,"2,1","18,8","10,2",0,"9,3",0,3.0,18.0
07.10.2023,"2,1","19,9","12,6",0,"2,9",0,4.0,27.0
08.10.2023,"9,7","22,4","15,4",0,2,0,4.0,23.0
09.10.2023,"9,2","22,5","15,4",0,"0,5",0,5.0,31.0
10.10.2023,"7,4","22,4","14,6",0,"8,7",0,4.0,21.0
11.10.2023,"6,4","24,8","15,3",0,"10,2",0,5.0,31.0
12.10.2023,10,23,"16,8",0,"4,3",0,5.0,32.0
13.10.2023,"11,6","24,9","18,4",0,"10,1",0,6.0,44.0
14.10.2023,"5,3","18,8","13,3","4,2","2,5",0,6.0,46.0
15.10.2023,"-1,7","10,7","5,4","0,3","3,7",0,6.0,43.0
16.10.2023,-3,"9,5",3,0,"9,7",0,5.0,30.0
17.10.2023,"-1,7","6,9","2,5",0,"0,2",0,3.0,17.0
18.10.2023,"0,5",7,"4,1","2,2",0,0,3.0,18.0
19.10.2023,"6,7","14,1","10,1","1,6","0,1",0,3.0,19.0
20.10.2023,"8,9","15,4","11,2","4,2","0,6",0,5.0,38.0
21.10.2023,"8,8","13,4","10,6","8,6","0,4",0,4.0,26.0
22.10.2023,4,15,"9,5",0,"6,2",0,5.0,30.0
23.10.2023,"1,6",12,"7,6","0,1","1,7",0,4.0,27.0
24.10.2023,"7,4","11,8","9,5","10,2",0,0,3.0,18.0
25.10.2023,"5,3","13,5","9,4","3,6","0,6",0,6.0,39.0
26.10.2023,"7,1","15,8","10,1",14,"1,6",0,5.0,37.0
27.10.2023,"7,4","12,1","9,2","0,6","2,2",0,6.0,49.0
28.10.2023,"5,8","13,7","9,7",0,"4,5",0,6.0,46.0
29.10.2023,"2,7","15,8","9,5",0,"2,5",0,4.0,26.0
30.10.2023,6,"12,6","10,1",3,"3,2",0,6.0,42.0
31.10.2023,7,"10,5","8,8","2,9","0,7",0,5.0,30.0
12.07.2023,"15,6","27,1","19,4","5,3",4,0,5.0,34.0
13.07.2023,"12,1","23,9",18,0,"6,3",0,4.0,24.0
14.07.2023,"10,1","26,4","18,9",0,"12,8",0,4.0,25.0
15.07.2023,"13,3","33,7","23,7","9,8","12,7",0,5.0,37.0
16.07.2023,"14,9","24,1","19,1",2,"6,1",0,4.0,21.0
17.07.2023,14,26,"19,7",0,"7,9",0,4.0,28.0
18.07.2023,"11,1","24,9",19,"0,2","8,7",0,4.0,28.0
19.07.2023,"14,9","27,9","21,7",0,"12,7",0,5.0,39.0
20.07.2023,"12,2","24,4","18,3",0,"10,7",0,5.0,33.0
21.07.2023,"9,4","23,6","16,1","0,7","6,3",0,6.0,44.0
22.07.2023,"7,6","24,7","16,5",0,"10,7",0,5.0,37.0
23.07.2023,"9,1","26,7","18,9","0,3","6,8",0,6.0,41.0
24.07.2023,"12,7","22,5","16,6","5,7","1,1",0,6.0,44.0
25.07.2023,11,"21,3","14,7","9,6","4,5",0,8.0,64.0
26.07.2023,"8,7","17,2","12,6","1,7","4,3",0,6.0,39.0
27.07.2023,"7,9","20,7","14,6","0,4","0,9",0,5.0,34.0
28.07.2023,"11,3","23,7","17,2",1,"2,4",0,5.0,32.0
29.07.2023,"12,8",25,"18,2","2,7","4,6",0,7.0,53.0
30.07.2023,"10,6","22,8","17,3","0,7","8,3",0,7.0,52.0
31.07.2023,9,"23,8","16,9","1,5","5,8",0,5.0,34.0
01.08.2023,"11,6","21,6","16,4","6,2","4,6",0,6.0,46.0
02.08.2023,"10,8",26,"16,9","9,3","2,2",0,8.0,73.0
03.08.2023,"10,6","22,8","17,7",0,12,0,8.0,69.0
04.08.2023,"9,1","21,4","15,2","11,5","3,6",0,5.0,30.0
05.08.2023,13,"18,4","15,2","4,2","1,8",0,5.0,35.0
06.08.2023,"9,5","14,6","12,4","5,2","3,2",0,7.0,57.0
07.08.2023,9,"16,9","12,3","0,2",4,0,7.0,51.0
08.08.2023,"8,6",21,"14,9","1,4","7,9",0,6.0,41.0
09.08.2023,"11,9","19,7","15,3","1,7",0,0,6.0,41.0
10.08.2023,"9,9","23,8","16,6",0,"11,4",0,4.0,24.0
11.08.2023,9,"29,1","19,8",0,"13,8",0,4.0,24.0
12.08.2023,"12,9","29,1","20,8","0,1","6,3",0,6.0,43.0
13.08.2023,"15,2","27,4","20,1","4,2","4,2",0,5.0,32.0
14.08.2023,"16,2","29,3","22,2",0,"9,6",0,4.0,23.0
15.08.2023,"16,1","28,8","21,9","6,1","4,9",0,4.0,26.0
16.08.2023,"14,1","29,6","21,7","0,1","11,9",0,4.0,26.0
17.08.2023,"13,9","29,8","19,6","0,6","8,2",0,7.0,55.0
18.08.2023,"11,8","29,2","20,6",0,"12,9",0,3.0,19.0
19.08.2023,"13,5","32,6","23,1",0,"11,4",0,5.0,35.0
20.08.2023,"17,2","33,1","25,3",0,"11,1",0,4.0,21.0
21.08.2023,18,"31,5","24,9",0,"8,8",0,4.0,23.0
22.08.2023,"17,4","31,5","24,7",0,"12,5",0,5.0,34.0
23.08.2023,"15,8","29,8","23,2",0,9,0,5.0,30.0
24.08.2023,"14,2","32,1","22,1","15,9","7,9",0,7.0,60.0
25.08.2023,"18,2","23,8","20,8","4,1","3,1",0,7.0,53.0
26.08.2023,15,22,"17,8","18,9","1,4",0,4.0,21.0
27.08.2023,"12,6","16,8",15,6,0,0,5.0,32.0
28.08.2023,11,"14,4","12,5","14,2",0,0,5.0,38.0
29.08.2023,"10,5","13,9","11,9","6,8",0,0,4.0,27.0
30.08.2023,"10,6","18,1","13,4","0,7","2,5",0,4.0,25.0
31.08.2023,"9,6",19,"13,8","0,7","5,4",0,5.0,37.0
01.09.2023,"12,5","22,8","16,5","1,3","5,1",0,5.0,29.0
02.09.2023,"9,7","25,6","17,5",0,"11,3",0,4.0,20.0
03.09.2023,"11,3","23,9","17,2",0,"8,4",0,3.0,18.0
04.09.2023,"11,8","24,3","17,6",0,"12,5",0,5.0,34.0
05.09.2023,"10,7","24,3","17,1",0,"12,3",0,5.0,30.0
17.05.2023,3,"12,4","7,9",0,"8,2",0,6.0,44.0
18.05.2023,"2,4","13,9","9,1",0,"8,3",0,6.0,42.0
19.05.2023,"7,8","13,1","10,8",0,"1,1",0,5.0,37.0
20.05.2023,11,"20,5","14,7",0,"5,3",0,5.0,37.0
21.05.2023,"10,5","23,8","16,5",0,"9,3",0,4.0,24.0
22.05.2023,"9,6","25,1","17,5","0,1",9,0,5.0,33.0
23.05.2023,"11,2","18,8","15,4",0,"5,7",0,6.0,42.0
24.05.2023,"7,5","12,5","10,1",0,1,0,4.0,27.0
25.05.2023,"6,9","19,7",13,0,"6,6",0,5.0,36.0
26.05.2023,"7,9","21,5","15,3",0,"11,2",0,5.0,30.0
27.05.2023,"9,1","20,1","14,8",0,"14,5",0,5.0,38.0
28.05.2023,"7,4",21,"14,9",0,"14,8",0,5.0,32.0
29.05.2023,"7,8","22,4","15,9",0,"14,9",0,5.0,35.0
30.05.2023,"9,3","21,9","15,8",0,"11,6",0,5.0,35.0
31.05.2023,"9,4","21,5","15,8",0,15,0,6.0,48.0
01.06.2023,"9,8","24,7","17,4",0,"12,8",0,4.0,28.0
02.06.2023,"8,6","22,8","16,3",0,"14,8",0,5.0,30.0
03.06.2023,"9,2","22,1","15,4",0,"14,4",0,5.0,32.0
04.06.2023,8,"22,3","15,8",0,"13,8",0,5.0,29.0
05.06.2023,"9,6","23,7","16,8",0,"12,9",0,6.0,45.0
06.06.2023,"7,9","22,1","15,4",0,"14,4",0,5.0,33.0
07.06.2023,"6,1","23,3","15,7",0,"12,6",0,4.0,22.0
08.06.2023,"7,7",25,"17,1",0,"14,3",0,6.0,39.0
09.06.2023,"8,6","24,2","17,6",0,"14,2",0,5.0,33.0
10.06.2023,"12,1","24,4","18,8",0,"14,4",0,5.0,36.0
11.06.2023,13,"24,3","18,5",0,"14,9",0,6.0,41.0
12.06.2023,"11,5",24,"17,9",0,"15,2",0,6.0,41.0
13.06.2023,9,"22,3","15,6",0,"15,2",0,6.0,43.0
14.06.2023,7,"23,1","15,7",0,"12,1",0,5.0,30.0
15.06.2023,"8,3","22,8","16,3",0,"11,6",0,5.0,32.0
16.06.2023,"7,8","24,1","16,7",0,"12,3",0,6.0,40.0
17.06.2023,"7,7","26,2","17,5",0,"10,5",0,5.0,34.0
18.06.2023,"8,1","27,9","19,7",0,"11,9",0,4.0,24.0
19.06.2023,"15,7","28,9","21,6","0,9","7,3",0,5.0,30.0
20.06.2023,"15,4",31,"21,9",15,"11,3",0,9.0,76.0
21.06.2023,"14,5","25,2","19,5",9,"7,3",0,8.0,67.0
22.06.2023,"15,9",29,"22,2","4,1","7,9",0,7.0,50.0
23.06.2023,"12,6","22,2","17,1",0,5,0,6.0,48.0
24.06.2023,"10,6","23,7","17,8",0,"13,9",0,5.0,33.0
25.06.2023,"10,2","26,1",19,0,"15,3",0,4.0,28.0
26.06.2023,"10,8","29,4","20,7",0,"13,7",0,6.0,44.0
27.06.2023,"11,7","21,5","16,9",0,"5,8",0,5.0,30.0
28.06.2023,"10,4","22,7","16,9",0,"6,5",0,5.0,29.0
29.06.2023,"8,2","26,5","18,4","0,2","9,2",0,4.0,23.0
30.06.2023,"14,1","20,6","17,2","6,8","0,7",0,5.0,31.0
01.07.2023,"13,8","22,2","17,4","1,6","5,2",0,5.0,34.0
02.07.2023,"10,8",23,"17,5",0,"10,6",0,6.0,41.0
03.07.2023,"10,9","22,3","17,3","0,8","4,9",0,6.0,42.0
04.07.2023,13,25,"18,4","13,3","7,5",0,5.0,34.0
05.07.2023,"9,5",22,"16,4",0,"10,7",0,6.0,45.0
06.07.2023,"6,6",24,"16,2",0,"13,3",0,4.0,23.0
07.07.2023,"7,9","28,2","19,1",0,"15,1",0,4.0,28.0
08.07.2023,"13,2","28,5","20,7",0,"8,7",0,4.0,28.0
09.07.2023,"12,5","32,4","23,5","0,1","13,5",0,4.0,20.0
10.07.2023,"14,4","30,4","22,6","0,2","8,6",0,5.0,36.0
11.07.2023,"14,1","32,4","23,3","35,7",12,0,9.0,83.0
22.03.2023,"2,4","17,4","10,5",0,"10,9",0,5.0,35.0
23.03.2023,"7,7","16,2","12,3","0,2","0,2",0,6.0,47.0
24.03.2023,"6,1","13,1","10,6","4,9",0,0,6.0,41.0
25.03.2023,"4,4","11,2","6,7",1,"4,4",0,8.0,72.0
26.03.2023,"3,5","11,3","5,9","7,8","3,6",0,7.0,59.0
27.03.2023,"-0,9","4,5","1,6","0,4","4,2",0,6.0,50.0
28.03.2023,"-1,3","7,3","2,5","0,8","9,4",0,6.0,40.0
29.03.2023,"2,1","12,3","8,1","2,1","0,3",0,5.0,30.0
30.03.2023,"7,2","13,6","10,9","2,8","1,9",0,8.0,65.0
31.03.2023,"6,3","14,9","8,7","5,3","4,8",0,9.0,86.0
01.04.2023,"4,4","8,8","6,6","2,2","0,3",0,6.0,48.0
02.04.2023,"1,6","10,3","5,6","0,3","0,2",0,5.0,32.0
03.04.2023,-2,"4,6","1,9",0,"0,6",0,6.0,47.0
04.04.2023,"-3,8","4,6","-0,3",0,"11,3",0,5.0,37.0
05.04.2023,"-6,1","6,6","0,5",0,"11,8",0,5.0,29.0
06.04.2023,"-5,5","10,4",4,"0,6","9,9",0,5.0,33.0
07.04.2023,"2,9","9,7","5,6","5,6",1,0,5.0,32.0
08.04.2023,"3,4","7,5","5,4",0,0,0,5.0,29.0
09.04.2023,"2,3",11,"5,8",0,"4,5",0,5.0,30.0
10.04.2023,"-1,5","14,3",8,"1,7","9,6",0,5.0,32.0
11.04.2023,"3,4",11,"8,2","5,3",4,0,6.0,48.0
12.04.2023,"5,1","12,7","7,6","4,7","0,7",0,6.0,44.0
13.04.2023,"2,3","8,8","4,9","1,3","1,5",0,5.0,34.0
14.04.2023,"0,3","12,2",6,0,"8,8",0,5.0,32.0
15.04.2023,-1,"11,1",5,"7,8","3,3",0,6.0,41.0
16.04.2023,"4,5","7,4","6,3","6,2",0,0,5.0,37.0
17.04.2023,"5,7",12,"7,5","2,5","2,7",0,5.0,37.0
18.04.2023,"5,1","10,3","7,5",0,0,0,6.0,40.0
19.04.2023,"2,4","9,5","6,4",3,0,0,5.0,32.0
20.04.2023,"0,6","4,6","3,1","9,1",0,0,5.0,34.0
21.04.2023,"3,1","15,3","8,6",0,"6,4",0,5.0,29.0
22.04.2023,"5,5","19,4",13,2,"5,3",0,5.0,31.0
23.04.2023,"8,8","17,7","12,3","1,8","5,2",0,6.0,41.0
24.04.2023,"4,4","11,4","8,4","3,3","3,5",0,7.0,58.0
25.04.2023,"4,1","8,5","5,9","4,5","3,2",0,5.0,32.0
26.04.2023,"2,6","11,6","6,5",0,5,0,3.0,18.0
27.04.2023,0,"14,9","8,4",1,"4,9",0,3.0,19.0
28.04.2023,"5,7","15,3","10,2",14,"0,3",0,5.0,32.0
29.04.2023,"7,8","15,8","11,4",0,"9,2",0,5.0,38.0
30.04.2023,"5,1","14,8","10,1","0,1","5,9",0,6.0,42.0
01.05.2023,"6,4","14,4","9,4","6,6","0,6",0,5.0,37.0
02.05.2023,"3,8","16,1","9,5","1,3",8,0,6.0,45.0
